Date	Time	Voltage L1N Min	Voltage L1N Avg	Voltage L1N Max	Voltage NG Min	Voltage NG Avg	Voltage NG Max	Peak Voltage L1N Min	Peak Voltage L1N Avg	Peak Voltage L1N Max	Peak Voltage NG Min	Peak Voltage NG Avg	Peak Voltage NG Max	Current L1 Min	Current L1 Avg	Current L1 Max	Current N Min	Current N Avg	Current N Max	Peak Current L1 Min	Peak Current L1 Avg	Peak Current L1 Max	Peak Current N Min	Peak Current N Avg	Peak Current N Max	Current Crest Factor L1 Min	Current Crest Factor L1 Avg	Current Crest Factor L1 Max	Current Crest Factor N Min	Current Crest Factor N Avg	Current Crest Factor N Max	Frequency Min	Frequency Avg	Frequency Max	
18/07/2018	19:31:06.094	4.190	4.190	4.200	.010	.010	.010	5.700	5.700	5.700	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.016	60.017	60.019	
18/07/2018	19:31:11.094	4.190	4.200	4.200	.010	.010	.010	5.700	5.700	5.700	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.019	60.020	60.021	
18/07/2018	19:31:16.094	4.200	4.200	4.200	.010	.010	.010	5.700	5.700	5.800	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.021	60.021	60.022	
18/07/2018	19:31:21.094	4.200	4.200	4.210	.010	.010	.010	5.700	5.700	5.800	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.021	60.020	60.021	
18/07/2018	19:31:26.094	2.300	3.350	4.440	.010	.010	.010	3.200	4.700	10.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.021	60.022	60.025	
18/07/2018	19:31:31.094	4.230	4.890	5.000	.010	.010	.010	5.800	6.800	7.200	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.021	60.022	60.023	
18/07/2018	19:31:36.094	4.990	5.340	5.400	.010	.010	.010	6.900	7.400	7.500	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.020	60.021	60.023	
18/07/2018	19:31:41.094	5.390	5.470	5.480	.010	.010	.010	7.500	7.600	7.700	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.020	60.020	60.023	
18/07/2018	19:31:46.094	5.480	5.510	5.520	.010	.010	.010	7.700	7.700	7.700	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.019	60.018	60.019	
18/07/2018	19:31:51.094	5.520	5.540	5.550	.010	.010	.010	7.700	7.800	7.800	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.019	60.018	60.019	
18/07/2018	19:31:56.094	5.550	5.590	5.600	.010	.010	.010	7.800	7.800	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.018	60.018	60.019	
18/07/2018	19:32:01.094	5.600	5.630	5.640	.010	.010	.010	7.800	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.015	60.016	60.018	
18/07/2018	19:32:06.094	5.640	5.670	5.680	.010	.010	.010	7.900	7.900	8.000	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.015	60.014	60.015	
18/07/2018	19:32:11.094	5.680	5.680	5.680	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.015	60.014	60.015	
18/07/2018	19:32:16.094	4.350	5.110	5.680	.010	.010	.010	6.900	7.900	8.800	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.011	60.012	60.015	
18/07/2018	19:32:21.094	4.310	4.880	5.160	.010	.010	.010	6.900	7.700	8.000	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.009	60.010	60.013	
18/07/2018	19:32:26.094	4.300	4.900	5.150	.010	.010	.010	6.900	7.700	8.000	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.010	60.014	60.017	
18/07/2018	19:32:31.094	4.360	4.920	5.210	.010	.010	.010	7.000	7.800	8.100	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.015	60.018	
18/07/2018	19:32:36.094	4.330	4.890	5.160	.010	.010	.010	7.000	7.700	8.100	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.011	60.013	60.017	
18/07/2018	19:32:41.094	4.330	4.890	5.170	.010	.010	.010	6.900	7.700	8.000	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.014	60.016	
18/07/2018	19:32:46.094	4.370	4.870	5.110	.010	.010	.010	7.000	7.600	8.000	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.011	60.014	60.017	
18/07/2018	19:32:51.094	4.240	4.870	5.120	.010	.010	.010	7.000	7.500	7.800	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.009	60.012	60.016	
18/07/2018	19:32:56.094	4.450	4.870	5.140	.010	.010	.010	6.900	7.400	7.800	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.011	60.015	
18/07/2018	19:33:01.094	4.490	4.880	5.140	.010	.010	.010	7.000	7.400	7.700	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.007	60.011	60.016	
18/07/2018	19:33:06.094	4.570	4.910	5.130	.010	.010	.010	7.000	7.400	7.800	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.011	60.016	
18/07/2018	19:33:11.094	4.560	4.920	5.190	.010	.010	.010	7.000	7.500	8.200	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.011	60.016	
18/07/2018	19:33:16.094	4.530	4.910	5.180	.010	.010	.010	7.000	7.400	7.700	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.007	60.010	60.014	
18/07/2018	19:33:21.094	4.550	4.920	5.190	.010	.010	.010	7.000	7.400	7.700	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.006	60.009	60.013	
18/07/2018	19:33:26.094	4.550	4.890	5.160	.010	.010	.010	7.000	7.400	7.700	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.007	60.011	60.015	
18/07/2018	19:33:31.094	4.500	4.970	5.320	.010	.010	.010	7.100	7.600	8.400	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.010	60.014	60.018	
18/07/2018	19:33:36.094	4.440	4.950	5.240	.010	.010	.010	7.200	7.700	8.100	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.005	60.010	60.016	
18/07/2018	19:33:41.094	4.360	4.920	5.190	.010	.010	.010	7.100	7.700	8.000	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.997	60.001	60.007	
18/07/2018	19:33:46.094	5.090	5.400	5.480	.010	.010	.010	7.600	7.600	8.000	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.998	60.000	60.003	
18/07/2018	19:33:51.094	5.420	5.460	5.470	.010	.010	.010	7.600	7.600	7.700	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.999	60.001	
18/07/2018	19:33:56.094	5.470	5.530	5.540	.010	.010	.010	7.600	7.700	7.800	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.992	59.994	59.999	
18/07/2018	19:34:01.094	5.540	5.590	5.600	.010	.010	.010	7.800	7.800	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.991	59.992	59.992	
18/07/2018	19:34:06.094	5.600	5.660	5.670	.010	.010	.010	7.800	7.900	8.000	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.990	59.991	59.991	
18/07/2018	19:34:11.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.991	59.992	59.992	
18/07/2018	19:34:16.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.990	59.992	59.992	
18/07/2018	19:34:21.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.989	59.990	59.990	
18/07/2018	19:34:26.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.989	59.991	59.992	
18/07/2018	19:34:31.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.992	59.995	59.996	
18/07/2018	19:34:36.094	5.620	5.620	5.670	.010	.010	.010	7.800	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.997	59.997	
18/07/2018	19:34:41.094	5.610	5.610	5.620	.010	.010	.010	7.800	7.800	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.997	59.998	59.998	
18/07/2018	19:34:46.094	5.240	5.280	5.610	.010	.010	.010	7.300	7.300	7.800	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.997	59.997	
18/07/2018	19:34:51.094	4.760	4.820	5.240	.010	.010	.010	6.500	6.600	7.300	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.994	59.995	59.996	
18/07/2018	19:34:56.094	4.330	4.390	4.760	.010	.010	.010	5.900	6.000	6.500	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.992	59.994	59.994	
18/07/2018	19:35:01.094	4.310	4.310	4.330	.010	.010	.010	5.900	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.988	59.990	59.992	
18/07/2018	19:35:06.094	4.310	4.310	4.310	.010	.010	.010	5.900	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.985	59.986	59.987	
18/07/2018	19:35:11.094	4.300	4.300	4.310	.010	.010	.010	5.900	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.984	59.985	59.985	
18/07/2018	19:35:16.094	4.300	4.300	4.300	.010	.010	.010	5.900	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.984	59.984	59.984	
18/07/2018	19:35:21.094	4.290	4.290	4.300	.010	.010	.010	5.900	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.984	59.984	59.984	
18/07/2018	19:35:26.094	4.300	4.310	4.320	.010	.010	.010	5.900	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.984	59.985	59.985	
18/07/2018	19:35:31.094	4.310	4.720	4.790	.010	.010	.010	5.900	6.500	6.600	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.985	59.988	59.989	
18/07/2018	19:35:36.094	4.770	5.200	5.260	.010	.010	.010	6.600	7.200	7.300	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.989	59.992	59.993	
18/07/2018	19:35:41.094	5.260	5.350	5.380	.010	.010	.010	7.300	7.400	7.500	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.992	59.993	59.994	
18/07/2018	19:35:46.094	5.370	5.420	5.430	.010	.010	.010	7.500	7.500	7.600	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.993	59.994	59.994	
18/07/2018	19:35:51.094	5.430	5.460	5.470	.010	.010	.010	7.600	7.600	7.700	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.993	59.994	59.994	
18/07/2018	19:35:56.094	5.470	5.540	5.550	.010	.010	.010	7.600	7.700	7.800	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.991	59.993	59.993	
18/07/2018	19:36:01.094	5.540	5.600	5.610	.010	.010	.010	7.700	7.800	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.991	59.991	59.991	
18/07/2018	19:36:06.094	5.610	5.660	5.670	.010	.010	.010	7.800	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.990	59.990	59.990	
18/07/2018	19:36:11.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.989	59.990	59.990	
18/07/2018	19:36:16.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.988	59.989	59.989	
18/07/2018	19:36:21.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.988	59.990	59.991	
18/07/2018	19:36:26.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.991	59.994	59.996	
18/07/2018	19:36:31.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.998	59.999	
18/07/2018	19:36:36.094	5.620	5.620	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.000	60.000	60.000	
18/07/2018	19:36:41.094	5.610	5.610	5.620	.010	.010	.010	7.800	7.800	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.000	60.000	60.000	
18/07/2018	19:36:46.094	5.250	5.290	5.610	.010	.010	.010	7.300	7.300	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.000	60.000	60.001	
18/07/2018	19:36:51.094	4.760	4.820	5.250	.010	.010	.010	6.500	6.600	7.300	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.001	60.001	60.003	
18/07/2018	19:36:56.094	4.310	4.360	4.760	.010	.010	.010	5.900	6.000	6.500	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.003	60.002	60.003	
18/07/2018	19:37:01.094	4.290	4.290	4.310	.010	.010	.010	5.800	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.002	60.002	60.003	
18/07/2018	19:37:06.094	4.290	4.290	4.300	.010	.010	.010	5.800	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.002	60.003	60.005	
18/07/2018	19:37:11.094	4.290	4.290	4.300	.010	.010	.010	5.800	5.800	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.005	60.007	60.010	
18/07/2018	19:37:16.094	4.290	4.290	4.290	.010	.010	.010	5.800	5.800	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.011	60.011	60.013	
18/07/2018	19:37:21.094	4.280	4.290	4.290	.010	.010	.010	5.800	5.800	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.013	60.012	60.013	
18/07/2018	19:37:26.094	4.290	4.300	4.310	.010	.010	.010	5.800	5.900	5.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.013	
18/07/2018	19:37:31.094	4.310	4.710	4.780	.010	.010	.010	5.900	6.500	6.800	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.009	60.010	60.012	
18/07/2018	19:37:36.094	4.770	5.190	5.260	.010	.010	.010	6.600	7.200	8.200	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.006	60.006	60.009	
18/07/2018	19:37:41.094	5.250	5.350	5.370	.010	.010	.010	7.300	7.400	7.700	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.004	60.004	60.006	
18/07/2018	19:37:46.094	5.370	5.410	5.420	.010	.010	.010	7.500	7.500	7.600	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.002	60.003	60.004	
18/07/2018	19:37:51.094	5.420	5.460	5.470	.010	.010	.010	7.600	7.600	7.700	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.002	60.001	60.002	
18/07/2018	19:37:56.094	5.470	5.530	5.540	.010	.010	.010	7.700	7.700	7.800	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.000	60.000	60.002	
18/07/2018	19:38:01.094	5.540	5.600	5.610	.010	.010	.010	7.800	7.800	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.998	60.000	
18/07/2018	19:38:06.094	5.610	5.660	5.670	.010	.010	.010	7.800	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.991	59.994	59.995	
18/07/2018	19:38:11.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.150	.150	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.988	59.990	59.991	
18/07/2018	19:38:16.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.988	59.988	
18/07/2018	19:38:21.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.150	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.986	59.987	59.987	
18/07/2018	19:38:26.094	5.670	5.670	5.670	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.986	59.986	59.987	
18/07/2018	19:38:31.094	.480	4.470	5.670	.010	.010	.010	.700	5.300	7.900	.000	.000	.000	.040	.040	.040	.140	.140	.140	.080	.080	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.988	59.988	
18/07/2018	19:38:36.094	.530	.530	.530	.010	.010	.010	.800	.800	.800	.000	.000	.000	.040	.040	.040	.140	.140	.150	.060	.060	.100	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:38:41.094	.530	.530	.530	.010	.010	.010	.800	.800	.800	.000	.000	.000	.030	.040	.040	.140	.150	.150	.060	.060	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:38:46.094	.020	.120	.530	.010	.010	.010	.000	.100	.800	.000	.000	.100	.030	.030	.040	.140	.140	.150	.060	.060	.100	.180	.180	.240	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:38:51.094	.020	.020	.030	.010	.010	.010	.000	.000	.100	.000	.000	.000	.030	.160	.190	.140	.140	.150	.060	.160	.260	.180	.180	.260	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:38:56.094	.020	.020	.030	.010	.010	.010	.000	.000	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.220	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:01.094	.020	.020	.020	.010	.010	.010	.000	.000	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.220	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:06.094	.020	.020	.020	.010	.010	.010	.000	.000	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.220	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:11.094	.020	.020	.020	.010	.010	.010	.000	.000	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.220	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:16.094	.020	.020	.020	.010	.010	.010	.000	.000	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.220	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:21.094	.020	.020	.020	.010	.010	.010	.000	.100	.100	.000	.000	.000	.190	.190	.190	.140	.150	.150	.200	.220	.280	.180	.180	.240	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:26.094	.020	.020	.020	.010	.010	.010	.000	.100	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.280	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:31.094	.020	.020	.020	.010	.010	.010	.000	.100	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.220	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:36.094	.020	.020	.020	.010	.010	.010	.000	.100	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.220	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:41.094	.020	.020	.020	.010	.010	.010	.000	.000	.100	.000	.000	.000	.190	.190	.190	.140	.140	.140	.200	.220	.220	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
18/07/2018	19:39:46.094	.020	.020	.020	.010	.010	.010	.000	.000	.100	.000	.000	.000	.190	.190	.190	.140	.140	.150	.200	.220	.220	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.987	59.987	
