Date	Time	Voltage L1N Min	Voltage L1N Avg	Voltage L1N Max	Voltage NG Min	Voltage NG Avg	Voltage NG Max	Peak Voltage L1N Min	Peak Voltage L1N Avg	Peak Voltage L1N Max	Peak Voltage NG Min	Peak Voltage NG Avg	Peak Voltage NG Max	Voltage Crest Factor L1N Min	Voltage Crest Factor L1N Avg	Voltage Crest Factor L1N Max	Voltage Crest Factor NG Min	Voltage Crest Factor NG Avg	Voltage Crest Factor NG Max	Current L1 Min	Current L1 Avg	Current L1 Max	Current N Min	Current N Avg	Current N Max	Peak Current L1 Min	Peak Current L1 Avg	Peak Current L1 Max	Peak Current N Min	Peak Current N Avg	Peak Current N Max	Current Crest Factor L1 Min	Current Crest Factor L1 Avg	Current Crest Factor L1 Max	Current Crest Factor N Min	Current Crest Factor N Avg	Current Crest Factor N Max	Frequency Min	Frequency Avg	Frequency Max	
18/07/2018	19:16:48.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:49.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:50.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:51.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:52.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:53.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:54.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:55.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:56.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:57.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:58.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:16:59.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:17:00.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:17:01.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:17:02.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:17:03.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:17:04.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:17:05.094	.520	.520	.520	.010	.010	.010	.800	.800	.800	.000	.000	.000	327.670	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.979	59.979	59.979	
18/07/2018	19:17:06.094	.520	2.210	3.680	.010	.010	.010	.800	3.000	5.600	.000	.000	.000	1.510	327.670	327.670	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.869	59.997	60.178	
18/07/2018	19:17:07.094	3.780	4.490	4.880	.010	.010	.010	5.100	6.500	7.000	.000	.000	.000	1.350	1.460	1.590	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.936	59.965	59.983	
18/07/2018	19:17:08.094	3.740	3.770	3.780	.010	.010	.010	5.000	5.100	5.100	.000	.000	.000	1.340	1.340	1.350	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.987	59.992	59.996	
18/07/2018	19:17:09.094	3.720	3.730	3.740	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.340	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.998	60.000	60.002	
18/07/2018	19:17:10.094	3.740	3.750	3.750	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.150	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.003	60.004	60.005	
18/07/2018	19:17:11.094	3.740	3.740	3.740	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.340	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.005	60.006	60.007	
18/07/2018	19:17:12.094	3.740	3.740	3.740	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.340	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.007	60.007	60.008	
18/07/2018	19:17:13.094	3.740	3.740	3.740	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.008	60.008	
18/07/2018	19:17:14.094	3.740	3.740	3.740	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.008	60.008	
18/07/2018	19:17:15.094	3.730	3.730	3.740	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.009	60.009	
18/07/2018	19:17:16.094	3.730	3.730	3.730	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.330	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.007	60.009	60.013	
18/07/2018	19:17:17.094	3.730	3.730	3.730	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.012	
18/07/2018	19:17:18.094	3.730	3.730	3.730	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.012	
18/07/2018	19:17:19.094	3.730	3.730	3.730	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.330	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.012	
18/07/2018	19:17:20.094	3.730	3.730	3.730	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.330	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.150	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.012	
18/07/2018	19:17:21.094	3.730	3.730	3.730	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.150	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.012	
18/07/2018	19:17:22.094	3.730	3.740	3.760	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.340	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.012	
18/07/2018	19:17:23.094	3.760	3.760	3.770	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.330	1.340	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.012	
18/07/2018	19:17:24.094	3.770	3.770	3.770	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.330	1.330	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.012	
18/07/2018	19:17:25.094	3.760	3.770	3.770	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.330	1.330	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.013	60.013	
18/07/2018	19:17:26.094	3.760	3.760	3.770	.010	.010	.010	5.000	5.000	5.000	.000	.000	.000	1.330	1.330	1.330	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.013	60.013	60.013	
18/07/2018	19:17:27.094	3.770	3.960	4.350	.010	.010	.010	5.000	5.400	5.900	.000	.000	.000	1.330	1.360	1.440	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.013	60.013	60.013	
18/07/2018	19:17:28.094	4.310	4.320	4.330	.010	.010	.010	5.800	5.800	5.800	.000	.000	.000	1.350	1.350	1.350	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.012	60.012	60.013	
18/07/2018	19:17:29.094	4.290	4.300	4.310	.010	.010	.010	5.800	5.800	5.800	.000	.000	.000	1.350	1.350	1.350	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.011	60.012	60.012	
18/07/2018	19:17:30.094	4.280	4.290	4.290	.010	.010	.010	5.800	5.800	5.800	.000	.000	.000	1.350	1.350	1.350	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.010	60.011	60.011	
18/07/2018	19:17:31.094	4.270	4.280	4.280	.010	.010	.010	5.800	5.800	5.800	.000	.000	.000	1.350	1.350	1.350	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.009	60.010	60.010	
18/07/2018	19:17:32.094	4.270	4.500	4.970	.010	.010	.010	5.800	6.200	6.900	.000	.000	.000	1.350	1.380	1.470	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.008	60.009	
18/07/2018	19:17:33.094	4.960	4.960	4.970	.010	.010	.010	6.900	6.900	6.900	.000	.000	.000	1.380	1.380	1.380	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.007	60.007	60.008	
18/07/2018	19:17:34.094	4.940	4.950	4.950	.010	.010	.010	6.800	6.800	6.800	.000	.000	.000	1.380	1.380	1.380	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.005	60.006	60.007	
18/07/2018	19:17:35.094	4.940	4.940	4.940	.010	.010	.010	6.800	6.800	6.800	.000	.000	.000	1.380	1.380	1.380	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.004	60.005	60.005	
18/07/2018	19:17:36.094	4.930	4.940	4.940	.010	.010	.010	6.800	6.800	6.800	.000	.000	.000	1.380	1.380	1.380	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.003	60.003	60.004	
18/07/2018	19:17:37.094	4.930	4.990	5.110	.010	.010	.010	6.800	6.900	7.100	.000	.000	.000	1.380	1.390	1.420	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.002	60.002	60.003	
18/07/2018	19:17:38.094	5.110	5.110	5.110	.010	.010	.010	7.100	7.100	7.100	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.001	60.001	60.002	
18/07/2018	19:17:39.094	5.110	5.110	5.110	.010	.010	.010	7.100	7.100	7.100	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.001	60.001	60.001	
18/07/2018	19:17:40.094	5.110	5.110	5.110	.010	.010	.010	7.100	7.100	7.100	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.000	60.000	60.000	
18/07/2018	19:17:41.094	5.100	5.100	5.110	.010	.010	.010	7.100	7.100	7.100	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.000	60.000	60.000	
18/07/2018	19:17:42.094	5.100	5.130	5.200	.010	.010	.010	7.100	7.200	7.300	.000	.000	.000	1.400	1.400	1.410	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.999	60.000	60.000	
18/07/2018	19:17:43.094	5.190	5.200	5.200	.010	.010	.010	7.300	7.300	7.300	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.999	59.999	59.999	
18/07/2018	19:17:44.094	5.190	5.190	5.190	.010	.010	.010	7.200	7.200	7.300	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.999	59.999	59.999	
18/07/2018	19:17:45.094	5.190	5.200	5.200	.010	.010	.010	7.200	7.200	7.300	.000	.000	.000	1.390	1.390	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.998	59.998	59.998	
18/07/2018	19:17:46.094	5.190	5.200	5.200	.010	.010	.010	7.200	7.200	7.300	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.998	59.998	59.998	
18/07/2018	19:17:47.094	5.190	5.220	5.280	.010	.010	.010	7.200	7.300	7.400	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.997	59.997	59.998	
18/07/2018	19:17:48.094	5.280	5.280	5.280	.010	.010	.010	7.400	7.400	7.400	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.997	59.997	59.997	
18/07/2018	19:17:49.094	5.280	5.280	5.280	.010	.010	.010	7.400	7.400	7.400	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.996	59.997	
18/07/2018	19:17:50.094	5.280	5.280	5.280	.010	.010	.010	7.400	7.400	7.400	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.996	59.996	
18/07/2018	19:17:51.094	5.280	5.280	5.280	.010	.010	.010	7.400	7.400	7.400	.000	.000	.000	1.390	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.996	59.996	
18/07/2018	19:17:52.094	5.280	5.320	5.410	.010	.010	.010	7.400	7.400	7.600	.000	.000	.000	1.390	1.400	1.410	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.996	59.996	
18/07/2018	19:17:53.094	5.410	5.410	5.410	.010	.010	.010	7.600	7.600	7.600	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.996	59.997	59.997	
18/07/2018	19:17:54.094	5.410	5.410	5.410	.010	.010	.010	7.600	7.600	7.600	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.997	59.997	59.997	
18/07/2018	19:17:55.094	5.410	5.410	5.410	.010	.010	.010	7.600	7.600	7.600	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	59.997	59.998	59.998	
18/07/2018	19:17:56.094	5.410	5.410	5.410	.010	.010	.010	7.600	7.600	7.600	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.998	59.998	59.999	
18/07/2018	19:17:57.094	5.410	5.450	5.530	.010	.010	.010	7.600	7.600	7.700	.000	.000	.000	1.400	1.400	1.410	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	59.999	59.999	59.999	
18/07/2018	19:17:58.094	5.530	5.530	5.530	.010	.010	.010	7.700	7.700	7.700	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.000	60.000	60.000	
18/07/2018	19:17:59.094	5.530	5.530	5.530	.010	.010	.010	7.700	7.700	7.700	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.000	60.001	60.001	
18/07/2018	19:18:00.094	5.530	5.530	5.530	.010	.010	.010	7.700	7.700	7.700	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.001	60.001	60.002	
18/07/2018	19:18:01.094	5.530	5.530	5.530	.010	.010	.010	7.700	7.700	7.700	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.002	60.002	60.002	
18/07/2018	19:18:02.094	5.530	5.570	5.650	.010	.010	.010	7.700	7.800	7.900	.000	.000	.000	1.400	1.400	1.410	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.002	60.002	60.003	
18/07/2018	19:18:03.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.003	60.003	60.003	
18/07/2018	19:18:04.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.100	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.003	60.003	60.003	
18/07/2018	19:18:05.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.003	60.003	60.004	
18/07/2018	19:18:06.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.004	60.004	60.004	
18/07/2018	19:18:07.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.004	60.004	60.004	
18/07/2018	19:18:08.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.150	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.005	60.005	60.005	
18/07/2018	19:18:09.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.005	60.005	60.006	
18/07/2018	19:18:10.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.060	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.006	60.006	60.006	
18/07/2018	19:18:11.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.006	60.007	60.007	
18/07/2018	19:18:12.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.007	60.007	60.007	
18/07/2018	19:18:13.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.008	60.008	
18/07/2018	19:18:14.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.200	327.670	327.670	327.670	327.670	327.670	327.670	60.008	60.009	60.009	
18/07/2018	19:18:15.094	5.650	5.650	5.650	.010	.010	.010	7.900	7.900	7.900	.000	.000	.000	1.400	1.400	1.400	327.670	327.670	327.670	.030	.030	.030	.140	.140	.140	.080	.080	.080	.180	.180	.180	327.670	327.670	327.670	327.670	327.670	327.670	60.009	60.009	60.009	
